"","Saanich_010","Saanich_100","Saanich_120","Saanich_135","Saanich_150","Saanich_165","Saanich_200"
"Otu3299",2,3,4,4,2,3,2
"Otu3300",2,5,5,4,3,2,2
"Otu3301",6,6,2,4,2,2,2
"Otu3302",2,4,2,9,2,2,2
"Otu3303",2,67,40,6,2,2,4
"Otu3304",2,2,2,2,4,2,3
"Otu3305",2,2,37,8,18,2,347
"Otu3306",2,63,44,18,13,26,32
"Otu3307",2,10,2,5,2,3,2
"Otu3308",2,3,2,4,13,8,9
"Otu3309",167,3,2,6,13,2,2
"Otu3310",4,2,2,6,2,3,2
"Otu3311",6,2,2,2,2,2,11
"Otu3312",2,22,28,25,2,2,4
"Otu3313",2,2,2,2,2,2,2
"Otu3314",3,13,2,2,3,2,100
"Otu3315",4,2,2,2,2,1,2
"Otu3316",4,2,16,2,95,4,2
"Otu3317",2,2,2,2,4,9,3
"Otu3318",13,2,2,4,2,2,12
"Otu3319",2,2,4,7,2,9,2
"Otu3320",2,2,2,2,41,62,2
"Otu3321",81,2,380,326,722,6096,2
"Otu3322",2,2,3,2,2,2,4
"Otu3323",10,2,10,29,32,2,85
"Otu3324",2,2,2,2,5,9,9
"Otu3325",167,4,2,9,7,2,6
"Otu3326",2,2,2,2,15,5,2
"Otu3327",3,5,2,2,2,23,2
"Otu3328",13,2,2,2,2,2,3
"Otu3329",2,2,4,9,3,9,3
"Otu3330",2,1190,995,758,165,20,2
"Otu3331",2,2,2,2,4,9,2
"Otu3332",12,4,2,4,5,1,2
"Otu3333",2699,3288,1720,610,5,29,2
"Otu3334",3,6,2,4,4,4,2
"Otu3335",2,2,2,2,4,2,4
"Otu3336",6,2,2,2,2,17,7
"Otu3337",13,4,2,4,2,2,2
"Otu3338",7,5,10,5,4,40,2
"Otu3339",74,13,2,6,3,4,2
"Otu3340",7,3,8,5,15,2,8
"Otu3341",8,2,2,4,20,6,2
"Otu3342",6,2,2,2,4,4,9
"Otu3343",4,2,2,2,4,9,4
"Otu3344",2,3,2,3,3,2,4
"Otu3345",167,2,4,28,2,2,91
"Otu3346",14,3,2,2,2,23,6
"Otu3347",6481,1404,318,139,2,2,1202
"Otu3348",22,24,12,13,7,4,2
"Otu3349",2,2,5,4,3,9,2
"Otu3350",11,2,2,6,2,3,2
"Otu3351",6,2,2,2,2,2,2
"Otu3352",4,13,2,13,8,21,2
"Otu3353",6,4,21,18,2,2,22
"Otu3354",2,2,2,2,23,2,9
"Otu3355",2,3,2,2,2,3,7
"Otu3356",2,2,2,2,6,2,117
"Otu3357",2,7,2,2,23,2,18
"Otu3358",13,2,2,2,2,1,9
"Otu3359",6,2,2,2,4,4,9
"Otu3360",6,2,2,4,2,2,12
"Otu3361",6,2,2,6,4,2,2
"Otu3362",3,3,2,2,22,2,116
"Otu3363",4,2,2,2,27,8,9
"Otu3364",2,3,14,4,8,9,2
"Otu3365",6,2,12,6,2,2,32
"Otu3366",4,2,26,8,28,139,4
"Otu3367",5,2,2,10,2,69,2
"Otu3368",74,4,2,7,2,3,6
"Otu3369",2,151,170,95,2,13,292
"Otu3370",5,4,2,2,4,4,11
"Otu3371",2,2,16,12,8,4,18
"Otu3372",2,4,4,3,4,2,4
"Otu3373",6,3,2,6,2,2,2
"Otu3374",2,2,2,4,13,2,4
"Otu3375",6658,54,2,252,217,15,141
"Otu3376",74,9,2,2,4,4,14
"Otu3377",74,2,2,2,8,13,11
"Otu3378",5,2,6,4,36,2,2
"Otu3379",4,2,2,2,2,23,2
"Otu3380",4,12,28,2,2,38,12
"Otu3381",14,2,2,4,2,23,5
"Otu3382",487,2,2,18,2,2,33892
"Otu3383",7,7,2,2,2,9,3
"Otu3384",2,2,2,2,2,2,4
"Otu3385",3,2,2,2,2,23,4
"Otu3386",2,5,2,2,2,3,7
"Otu3387",39,2,2,6,2,2,2
"Otu3388",2,2,2,2,2,2,11
"Otu3389",8,2,2,2,2,1,4
"Otu3390",4,2,2,2,2,17,4
"Otu3391",2,4,56,32,10,30,12
"Otu3392",2,2,2,3,3,2,7
"Otu3393",147,64,3,2,17,2,11
"Otu3394",2,3,3,2,2,17,11
"Otu3395",12,160,75,8,2,2,347
"Otu3396",2,35,3,3,2,2,2
"Otu3397",2,4,2,2,2,2,7
"Otu3398",4,2,4,7,2,2,4
"Otu3399",4,4,3,2,6,2,22
"Otu3400",147,8,2,4,2,2,2
"Otu3401",4,2,2,4,6,1,7
"Otu3402",2,39,63,8,2,2,66
"Otu3403",13,2,2,2,2,2,11
"Otu3404",4,2,2,2,2,2,9
"Otu3405",5,2,2,2,2,17,5
"Otu3406",2,2,2,2,12,2,10
"Otu3407",4,2,2,2,22,6,18
"Otu3408",2,4,2,2,22,2,8
"Otu3409",2,2,2,6,2,3,31
"Otu3410",2,2,2,17,41,3,5879
"Otu3411",2,4,2,2,2,29,2
"Otu3412",79,2,2,9,2,3,2
"Otu3413",2,2,4,4,6,2,4
"Otu3414",11,2,2,2,2,1,4
"Otu3415",2,206,2,2,2,2,42
"Otu3416",2,10,3,2,4,21,2
"Otu3417",2,2,2,2,2,1,4
"Otu3418",4,2,3,2,2,9,22
"Otu3419",13,2,1,3,2,4,2
"Otu3420",79,2,2,2,6,3,2
"Otu3421",22,2,2,2,2,2,5
"Otu3422",2,2,2,2,2,17,4
"Otu3423",39,5,2,3,2,29,2
"Otu3424",2,4,2,7,2,9,2
"Otu3425",4,4,28,23,2,4,2
"Otu3426",3,2,2,4,7,2,2
"Otu3427",6,2,2,3,2,2,2
"Otu3428",4,2,2,2,2,1,2
"Otu3429",2,2,4,2,2,2,2
"Otu3430",2,2,5,2,2,9,2
"Otu3431",2,2,4,2,2,2,6
"Otu3432",2,2,4,2,2,2,6
"Otu3433",2,2,2,2,2,1,4
"Otu3434",14,4,2,3,2,9,4
"Otu3435",2,2,2,4,6,2,5
"Otu3436",2,6,2,4,2,2,2
"Otu3437",2,2,2,2,4,9,22
"Otu3438",167,2,2,5,2,9,5
"Otu3439",5,7,3,7,4,2,10
"Otu3440",79,5,2,2,2,4,2
"Otu3441",74,2,4,2,20,2,6
"Otu3442",2,2,2,2,4,9,4
"Otu3443",2,2,2,2,2,1,3
"Otu3444",2,9,3,8,3,2,2
"Otu3445",2,2,2,1,7,2,10
"Otu3446",2,379,274,497,261,11,141
"Otu3447",2,2,28,16,7,2,2
"Otu3448",6,6,2,2,47,9,2
"Otu3449",4,2,2,2,17,6,116
"Otu3450",6,2,45,2,2,2,2
"Otu3451",2,2,2,4,9,9,4
"Otu3452",2,2,6,4,2,2,2
"Otu3453",13,2,2,4,2,2,12
"Otu3454",2,2,2,12,18,2,2
"Otu3455",2,3,2,2,4,2,22
"Otu3456",2,4,6,6,2,29,4
"Otu3457",2,2,105,110,124,2,4
"Otu3458",2,2,2,2,4,9,4
"Otu3459",2,4,2,2,2,2,7
"Otu3460",22,7,2,4,4,2,3
"Otu3461",3,2,2,2,23,2,116
"Otu3462",6,2,2,2,15,2,6
"Otu3463",2,2,2,4,2,2,4
"Otu3464",2,4,2,2,2,17,6
"Otu3465",2,7,3,2,2,17,7
"Otu3466",74,2,2,12,2,2,4
"Otu3467",2,2,2,9,2,2,2
"Otu3468",5,2,2,2,22,95,3
"Otu3469",16,2,2,2,2,2,9
"Otu3470",5,2,2,7,2,3,2
"Otu3471",2,2,2,2,2,2,9
"Otu3472",13,2,2,2,2,2,4
"Otu3473",28,2,37,15,5,51,6
"Otu3474",8,2,2,24,8,2,2
"Otu3475",2,2,8,48,55,2,2
"Otu3476",14,4,2,2,2,29,4
"Otu3477",74,4,2,2,8,2,11
"Otu3478",11,3,2,2,7,2,117
"Otu3479",2,2,2,3,2,9,8
"Otu3480",79,1,2,16,18,1,2
"Otu3481",22,2,2,5,2,2,5
"Otu3482",3,2,2,2,2,2,3
"Otu3483",18,4,2,2,2,17,2
"Otu3484",4,2,2,28,75,62,2
"Otu3485",13,2,126,100,71,83,292
"Otu3486",2,2,4,2,2,9,2
"Otu3487",2,2,32,28,4,2,10
"Otu3488",19,2,2,2,1,23,12
"Otu3489",2,2,2,2,4,2,3
"Otu3490",7468,2,2,549,190,21,119
"Otu3491",1,2,2,2,22,7,116
"Otu3492",2,2,2,2,36,3,4
"Otu3493",6,2,2,2,12,4,2
"Otu3494",2,2,2,4,2,6,12
"Otu3495",1271,2,2,22,4,2,2
"Otu3496",4,2,3,10,2,3,2
"Otu3497",74,2,2,2,2,2,4
"Otu3498",14,2,16,4,4,21,6
"Otu3499",2,2,4,2,2,9,3
"Otu3500",22,2,2,7,2,9,9
"Otu3501",2,2,2,2,2,1,4
"Otu3502",23,2,51,12,2,156,29
"Otu3503",2,2,2,2,2,23,5
"Otu3504",2,2,2,2,4,9,22
"Otu3505",2,2,2,3,2,2,7
"Otu3506",2,17,2,2,2,9,15
"Otu3507",2,9,2,2,2,6,5
"Otu3508",2,11,2,2,4,2,4
"Otu3509",2,2,2,5,2,2,4
"Otu3510",2,11,2,3,9,2,3
"Otu3511",4,25,2,2,2,4,2
"Otu3512",8,2,2,2,2,2,9
"Otu3513",3,2,2,2,23,20,2
"Otu3514",2,5,2,7,2,4,2
"Otu3515",3,7,2,5,6,6,2
"Otu3516",2,4,2,2,7,2,117
"Otu3517",6481,529,2,2,171,11882,141
"Otu3518",74,3,2,2,2,2,8
"Otu3519",2,2,2,2,2,1,9
"Otu3520",2,2,2,2,2,2,3
"Otu3521",2,2,2,2,2,2,11
"Otu3522",2,2,2,2,6,2,3
"Otu3523",4,2,2,2,2,21,7
"Otu3524",2,2,2,2,15,14,2
"Otu3525",2,2,2,2,21,2,8
"Otu3526",9,2,2,2,2,17,4
"Otu3527",3,3,2,2,4,4,22
"Otu3528",2,2,2,2,2,23,2
"Otu3529",4,2,2,2,4,2,4
"Otu3530",6,2,2,7,3,4,2
"Otu3531",5,2,2,2,6,2,3
"Otu3532",2,2,2,3,14,2,2
"Otu3533",2,2,2,3,2,6,2
"Otu3534",3,2,2,2,4,9,3
"Otu3535",14,8,2,2,2,6,5
"Otu3536",8,2,2,2,3,2,3
"Otu3537",3,2,2,8,2,21,300
"Otu3538",6,2,2,9,19,2,4
"Otu3539",8,2,2,11,16,9,46
"Otu3540",4,2,2,2,2,23,4
"Otu3541",2,2,2,2,2,17,11
"Otu3542",5,5,2,6,7,2,2
"Otu3543",13,946,280,4,30,2,29
"Otu3544",4,4,2,4,4,2,2
"Otu3545",2,4,2,3,23,2,6
"Otu3546",2,4,5,6,21,2,10
"Otu3547",2,2,2,4,2,2,4
"Otu3548",4,2,2,2,2,2,9
"Otu3549",14,2,2,2,2,2,11
"Otu3550",2,12,2,11,2,2,2
"Otu3551",2,9,2,2,2,6,2
"Otu3552",4,2,2,2,12,36,2
"Otu3553",11,6,3,2,23,2,2
"Otu3554",2,18,2,4,18,2,2
"Otu3555",2,7,2,3,5,2,2
"Otu3556",2,2,2,4,2,9,2
"Otu3557",8,2,4,2,7,2,2
"Otu3558",2,3,2,2,2,17,2
"Otu3559",4,2,5,4,2,4,2
"Otu3560",2,2,2,2,2,2,3
"Otu3561",3,3,5,2,2,2,2
"Otu3562",661,3288,2057,782,248,2,92
"Otu3563",3,2,2,2,4,2,22
"Otu3564",3,2,49,53,29,2,7
"Otu3565",2,8,4,2,2,2,9
"Otu3566",13,2,28,9,7,2,2
"Otu3567",2,20,3,2,2,2,2
"Otu3568",4,2,2,5,4,2,2
"Otu3569",10,2,3,2,2,2,117
"Otu3570",2,6,3,3,2,2,5
"Otu3571",2,2,72,75,63,2,2
"Otu3572",216,5,751,782,165,2,2
"Otu3573",2,2,2,2,2,2,4
"Otu3574",2,20,2,2,6,2,2
"Otu3575",5,2,28,34,2,2,6
"Otu3576",12,195,120,48,9,2,9
"Otu3577",2,11,2,2,7,2,7
"Otu3578",11,2,2,6,4,2,2
"Otu3579",2,4,45,37,4,4,2
"Otu3580",2,10,10,29,47,2,2
"Otu3581",2,2,2,2,2,2,2
"Otu3582",2,3,2,5,2,2,2
"Otu3583",3,2,2,10,2,4,2
"Otu3584",13,2,2,8,10,2,2
"Otu3585",74,9,4,12,2,2,2
"Otu3586",1271,308,77,2,23,17,2
"Otu3587",44,8,3,2,2,2,2
"Otu3588",2,2,3,2,22,3,2
"Otu3589",7106,1802,697,252,14,21,2
"Otu3590",1,15,2,2,2,4,2
"Otu3591",2,12,2,4,2,4,2
"Otu3592",2,2,2,6,2,4,2
"Otu3593",6,2,2,4,6,4,12
"Otu3594",2,2,2,4,2,9,14
"Otu3595",12,2,38,35,2,2,11
"Otu3596",2,2,2,2,2,1,3
"Otu3597",4,2,3,4,2,3,6
"Otu3598",2,2,2,1,2,4,2
"Otu3599",2,2,2,2,15,3,2
"Otu3600",13,11,2,1,2,2,2
"Otu3601",2,2,2,2,4,1,2
"Otu3602",214,7,6,45,400,364,2
"Otu3603",74,2,2,6,2,2,2
"Otu3604",14,4,2,2,15,2,2
"Otu3605",2,2,2,2,4,2,2
"Otu3606",11,2,7,2,2,40,2
"Otu3607",4,2,4,2,2,9,2
"Otu3608",2,2,15,2,33,1,2
"Otu3609",2,2,2,2,2,9,2
"Otu3610",2,10,10,3,22,25,2
"Otu3611",4,2,7,13,2,4,2
"Otu3612",2,2,2,2,12,2,2
"Otu3613",24197,2,2,952,1105,3482,2
"Otu3614",19,5,2,4,157,4,2
"Otu3615",2,2,2,2,2,2,2
"Otu3616",5,2,22,5,2,13,2
"Otu3617",2,2,2,2,15,4,2
"Otu3618",3,4,2,26,17,6,2
"Otu3619",21,2,2,11,2,69,2
"Otu3620",2,16,2,4,2,4,2
"Otu3621",79,2,2,2,2,9,2
"Otu3622",111,2,160,644,245,22,1202
"Otu3623",3,7,2,2,2,2,6
"Otu3624",2,2,2,3,2,9,12
"Otu3625",2,2,2,2,2,1,3
"Otu3626",2,9,8,4,2,1,2
"Otu3627",15,48,24,4,6,2,2
"Otu3628",2,2,2,8,2,2,2
"Otu3629",2,2,2,2,29,4,18
"Otu3630",13,13,2,2,2,4,7
"Otu3631",2,2,2,2,12,23,2
"Otu3632",74,2,2,6,5,2,2
"Otu3633",13,2,2,2,2,2,9
"Otu3634",2,12,2,2,2,9,100
"Otu3635",21,2,12,12,10,2,3
"Otu3636",14,2,3,6,4,2,7
"Otu3637",5,4,2,6,4,4,2
"Otu3638",2,2,2,2,22,6,18
"Otu3639",2,2,2,3,17,6,6
"Otu3640",2,38,80,2,2,7,2
"Otu3641",2,2,2,2,2,2,11
"Otu3642",2,10,2,7,3,4,3
"Otu3643",2,2,2,2,15,2,2
"Otu3644",2,2,2,2,2,21,2
"Otu3645",2,2,2,4,2,4,12
"Otu3646",74,2,2,8,6,9,23
"Otu3647",2,2,2,2,7,4,2
"Otu3648",8,2,2,2,2,2,3
"Otu3649",21,2,2,2,2,17,6
"Otu3650",6,2,2,13,4,6,4
"Otu3651",2,2,2,2,12,23,3
"Otu3652",2,2,2,2,4,9,4
"Otu3653",280,2,23,11,4,2,9
"Otu3654",2,2,2,2,2,17,2
"Otu3655",5,7,5,2,2,4,117
"Otu3656",167,7,2,2,2,2,5
"Otu3657",2,11,2,2,7,2,5
"Otu3658",2,2,4,2,4,2,6
"Otu3659",2,34,11,10,6,2,2
"Otu3660",14,2,2,2,4,2,9
"Otu3661",6,2,2,2,22,2,8
"Otu3662",2,34,40,35,13,2,2
"Otu3663",2,2,2,2,2,2,3
"Otu3664",2,2,92,326,427,2,6
"Otu3665",11,7,2,2,2,6,2
"Otu3666",2,2,2,4,5,21,4
"Otu3667",2,4,2,2,2,9,5
"Otu3668",5,4,2,2,15,2,6
"Otu3669",74,2,2,12,2,2,4
"Otu3670",2,6,4,2,4,2,2
"Otu3671",2,7,2,2,2,4,6
"Otu3672",8,2,2,2,2,2,11
"Otu3673",2,2,4,6,2,6,2
"Otu3674",2,3,13,2,2,2,6
"Otu3675",2,3,4,7,3,2,2
"Otu3676",2,38,16,12,2,21,2
"Otu3677",2,4,45,29,4,13,4
"Otu3678",3,2,2,2,7,2,22
"Otu3679",7,2,2,2,2,23,8
"Otu3680",2,2,2,8,2,2,4
"Otu3681",2,2,6,2,4,2,18
"Otu3682",2,2,2,20,2,17,2
"Otu3683",2,2,2,2,2,21,5
"Otu3684",5,2,6,2,3,4,2
"Otu3685",2,3,2,3,23,2,2
"Otu3686",6802,36,75,358,185,2,530
"Otu3687",2,26,2,4,2,6,8
"Otu3688",2,2,2,2,12,4,10
"Otu3689",2,15,6,3,2,9,2
"Otu3690",4,2,2,4,2,6,100
"Otu3691",2,2,3,6,2,4,5
"Otu3692",5,2,2,4,2,6,2
"Otu3693",2,6,8,9,2,4,2
"Otu3694",2,9,2,2,2,29,2
"Otu3695",2,3,2,3,6,2,11
"Otu3696",2,2,2,8,18,2,14
"Otu3697",2,8,2,16,18,9,11
"Otu3698",2,12,7,2,2,21,117
"Otu3699",2,2,5,2,2,2,18
"Otu3700",2,2,2,11,4,2,2
"Otu3701",2,2,3,2,2,3,117
"Otu3702",2,2,85,118,1268,423,6
"Otu3703",2,21,6,9,2,69,2
"Otu3704",2,4,4,10,13,2,4
"Otu3705",2,2,17,26,2,2,2
"Otu3706",2,2,2,2,2,2,4
"Otu3707",2,2,2,2,7,4,4
"Otu3708",2,2,6,2,2,2,8
"Otu3709",2,4,17,21,4,3,2
"Otu3710",2,3,7,2,5,4,6
"Otu3711",74,9,2,2,2,9,2
"Otu3712",2,2,2,2,12,2,2
"Otu3713",11,2,2,2,7,2,117
"Otu3714",3,3,2,2,2,3,3
"Otu3715",2,3,7,2,2,4,18
"Otu3716",2,2,2,2,2,2,9
"Otu3717",2,2,2,4,2,4,2
"Otu3718",11,22,12,8,2,6,5
"Otu3719",2,4,2,7,2,3,2
"Otu3720",2,2,2,3,2,23,5
"Otu3721",2,4,12,2,2,2,6
"Otu3722",2,3,4,3,2,21,9
"Otu3723",2,2,2,2,2,2,11
"Otu3724",79,2,2,6,2,21,9
"Otu3725",3,3,2,4,2,2,12
"Otu3726",4,39,2,2,2,4,3
"Otu3727",8,2,4,6,2,2,12
"Otu3728",8,2,4,2,2,2,2
"Otu3729",8,2,4,2,2,2,10
"Otu3730",2,2,2,2,2,1,4
"Otu3731",2,5,2,2,2,9,5
"Otu3732",2,2,2,2,4,2,4
"Otu3733",2,2,3,3,4,9,9
"Otu3734",2,9,8,2,5,30,18
"Otu3735",13,2,6,14,26,2,2
"Otu3736",4,2,15,95,134,3,9
"Otu3737",2,3,2,2,12,2,10
"Otu3738",5,2,4,3,2,4,4
"Otu3739",2,2,2,2,2,2,4
"Otu3740",2,2284,1205,497,231,10,74
"Otu3741",2,2,2,28,6,84,2
"Otu3742",167,2,2,8,2,3,2
"Otu3743",13,2,4,8,2,2,4
"Otu3744",4,3,2,2,4,21,11
"Otu3745",2,2,2,2,4,2,3
"Otu3746",2,2,4,6,3,4,2
"Otu3747",2,2,2,9,2,21,10
"Otu3748",2,4,6,2,2,2,18
"Otu3749",2,7,28,22,4,2,2
"Otu3750",2,9,6,2,8,6,18
"Otu3751",2,4,2,2,4,4,11
"Otu3752",2,2,2,2,2,1,4
"Otu3753",2,2,2,2,47,156,10
"Otu3754",2,2,2,2,2,1,22
"Otu3755",2,2,10,3,2,2,6
"Otu3756",2,4,2,2,15,2,6
"Otu3757",2,7,3,2,2,9,7
"Otu3758",2,7,2,14,2,2,85
"Otu3759",2,3,39,31,20,4,2
"Otu3760",2,12,2,2,36,4,32
"Otu3761",2,2,25,7,2,2,2
"Otu3762",2,2,2,5,6,2,12
"Otu3763",2,3,57,41,20,30,9
"Otu3764",2,17,2,2,2,2,2
"Otu3765",2,11,2,2,2,9,14
"Otu3766",2,3,2,2,2,23,8
"Otu3767",2,14,2,2,13,4,2
"Otu3768",2,6,2,4,4,4,2
"Otu3769",2,4,13,13,12,2,117
"Otu3770",2,2,2,10,2,4,2
"Otu3771",11,2,2,2,15,8,2
"Otu3772",4,2,2,2,12,4,6
"Otu3773",2,1818,117,2,312,71,25
"Otu3774",4012,2,143,269,33,2,14
"Otu3775",2,2,4,9,2,3,2
"Otu3776",2,11,6,3,2,3,3
"Otu3777",4,5,10,2,4,2,2
"Otu3778",2,2,2,8,2,3,2
"Otu3779",2,2,2,2,6,2,22
"Otu3780",25,2,50,18,11,2,26
"Otu3781",9,2,3,2,52,45,2
"Otu3782",74,8,2,2,2,21,5
"Otu3783",15,11,2,1,4,2,2
"Otu3784",2,2,2,7,2,9,3
"Otu3785",2,2,2,16,8,2,2
"Otu3786",4,5,2,2,2,2,4
"Otu3787",8,4,2,2,2,2,5
"Otu3788",3,67,33,3,21,8,2
"Otu3789",6,6,4,2,2,2,2
"Otu3790",2,3,3,2,4,2,2
"Otu3791",2,3,2,2,2,3,9
"Otu3792",2,7,2,2,2,9,3
"Otu3793",10,2,2,25,40,2,41
"Otu3794",1,7,2,2,23,3,2
"Otu3795",2,15,2,4,2,4,2
"Otu3796",2,3,4,4,2,3,11
"Otu3797",2,17,10,2,2,2,18
"Otu3798",11,2,2,2,12,2,2
"Otu3799",5,2,2,2,29,2,2
"Otu3800",3,2,2,4,6,9,6
"Otu3801",14,2,2,4,2,6,14
"Otu3802",2,2,2,4,2,4,2
"Otu3803",4,2,2,2,2,2,4
"Otu3804",2,4,2,3,2,2,20
"Otu3805",2,918,280,3,30,2,2
"Otu3806",2,9,2,10,2,2,2
"Otu3807",2,2,2,2,4,2,4
"Otu3808",2,50,30,35,32,3,2
"Otu3809",2,2,4,2,17,21,116
"Otu3810",2,2,36,3,68,207,66
"Otu3811",2,2,2,2,2,17,4
"Otu3812",2,2,2,2,4,9,4
"Otu3813",5,2,2,16,2,4,15
"Otu3814",2,10,2,2,2,3,4
"Otu3815",2,4,2,4,2,4,14
"Otu3816",2,4,2,4,2,2,2
"Otu3817",2,4,4,2,36,2,32
"Otu3818",2,2,2,2,2,1,9
"Otu3819",2,47,56,24,2,2,9
"Otu3820",2,14,2,4,2,4,2
"Otu3821",2,2,49,53,27,2,2
"Otu3822",2,14,22,12,2,4,9
"Otu3823",2,6,2,2,2,6,6
"Otu3824",4,50,158,120,65,2,4
"Otu3825",2,2,10,10,2,2,11
"Otu3826",2,2,2,6,8,2,2
"Otu3827",4,2,14,4,2,2,9
"Otu3828",2,5,2,8,2,21,6
"Otu3829",2,2,4,4,4,2,3
"Otu3830",2,6,2,2,4,21,2
"Otu3831",2,3,4,2,2,9,2
"Otu3832",2,2,8,6,23,4,18
"Otu3833",2,4,2,2,59,1216,29
"Otu3834",2,2,2,5,2,9,5
"Otu3835",12,2,2,2,10,2,2
"Otu3836",2,5,6,24,5,17,12
"Otu3837",2,7,1,2,2,4,2
"Otu3838",2,185,245,326,4,71,2
"Otu3839",2,2,2,9,4,4,634
"Otu3840",2,2,29,20,2,2,18
"Otu3841",2,2,6,3,2,2,18
"Otu3842",2,6,26,2,1,42,9
"Otu3843",167,10,2,4,4,4,2
"Otu3844",2669,217,3,8,2,2,6
"Otu3845",3,13,4,6,4,2,2
"Otu3846",2,7,2,2,2,3,2
"Otu3847",4,2,2,2,2,2,3
"Otu3848",2,2,6,5,23,1,2
"Otu3849",5,2,2,6,2,4,2
"Otu3850",2,2,2,6,8,2,2
"Otu3851",2,2,9,4,2,2,6
"Otu3852",2,2,2,18,20,2,845
"Otu3853",2,9,2,2,23,2,6
"Otu3854",2,2,3,2,2,4,117
"Otu3855",1,3,2,2,2,23,2
"Otu3856",13,2,10,4,2,12,2
"Otu3857",2,2,2,4,2,3,2
"Otu3858",2,4,2,2,47,4,2
"Otu3859",22,4,2,23,2,2,33892
"Otu3860",2,2,2,2,12,12,10
"Otu3861",2,2,9,14,4,9,38
"Otu3862",2,2,2,4,2,2,2
"Otu3863",2,5,56,16,124,75,2
"Otu3864",2,14,2,4,6,9,3
"Otu3865",2,8,2,4,2,2,8
"Otu3866",163,120,77,29,4,3,2
"Otu3867",102,2,105,64,32,7,2
"Otu3868",2,2,2,2,13,6,2
"Otu3869",2,2,8,2,3,2,2
"Otu3870",5,49,8,2,6,4,2
"Otu3871",3,6,26,8,4,14,2
"Otu3872",2,2,2,8,6,2,2
"Otu3873",2,6,2,4,17,6,2
"Otu3874",7,6,2,2,4,29,2
"Otu3875",147,2,2,8,4,21,2
"Otu3876",10,46,4,2,2,2,2
"Otu3877",6,47,2,8,39,5,2
"Otu3878",5,4,2,4,2,2,2
"Otu3879",3,2,2,2,14,7,2
"Otu3880",2,2,2,3,4,23,2
"Otu3881",8,2,2,2,2,23,8
"Otu3882",5,2,2,11,31,2,3
"Otu3883",5,2,2,2,12,4,6
"Otu3884",74,2,2,6,2,4,5
"Otu3885",2,3,2,3,3,9,12
"Otu3886",8,2,2,2,2,2,11
"Otu3887",2,5,106,51,5,4,5
"Otu3888",2,2,2,17,24,1,10
"Otu3889",2,2,2,2,2,21,4
"Otu3890",13,8,2,2,2,2,12
"Otu3891",9,2,2,3,3,2,7
"Otu3892",167,2,2,2,2,4,100
"Otu3893",3,2,2,2,22,4,6
"Otu3894",2,2,2,4,4,23,100
"Otu3895",44,2,2,4,2,17,7
"Otu3896",4,6,4,3,2,9,7
"Otu3897",2,3,2,2,2,21,8
"Otu3898",2,2,2,2,22,13,18
"Otu3899",13,2,4,2,2,2,3
"Otu3900",61,2,293,344,211,2,9
"Otu3901",8,3,2,2,22,95,3
"Otu3902",2,7,2,2,4,2,7
"Otu3903",2,2,2,4,2,3,4
"Otu3904",2,2,2,4,2,2,4
"Otu3905",2,9,3,4,6,2,5
"Otu3906",2,2,8,4,2,2,18
"Otu3907",2,2,2,2,15,14,10
"Otu3908",74,2,2,4,2,23,8
"Otu3909",2,2,633,943,688,75,119
"Otu3910",79,4,2,2,2,4,3
"Otu3911",6,77,26,2,2,3,8
"Otu3912",2,2,2,2,2,29,6
"Otu3913",2,2,2,2,2,1,3
"Otu3914",2,11,2,2,7,9,2
"Otu3915",2,2,24,19,2,2,2
"Otu3916",74,2,2,12,6,2,2
"Otu3917",2,2,2,2,2,23,8
"Otu3918",2,2,12,6,2,11,18
"Otu3919",79,2,2,8,4,2,6
"Otu3920",74,4,6,6,6,2,2
"Otu3921",2,2,10,4,10,14,2
"Otu3922",2,182,209,64,2,43,29
"Otu3923",6,2,2,10,4,4,2
"Otu3924",2,16,2,2,2,4,2
"Otu3925",2,8,2,2,3,2,12
"Otu3926",5,2,2,2,22,7,8
"Otu3927",18,2,2,2,5,2,22
"Otu3928",6,2,2,8,2,4,4
"Otu3929",2,2,2,2,4,9,3
"Otu3930",5,2,4,7,4,2,2
"Otu3931",2,2,4,2,2,2,6
"Otu3932",5,2,2,2,2,29,2
"Otu3933",781,29,51,75,141,2,41
"Otu3934",167,2,2,4,5,40,2
"Otu3935",4,20,16,4,2,11,2
"Otu3936",4,2,3,2,3,2,2
"Otu3937",2,2,2,21,4,17,2
"Otu3938",2,5,2,3,5,2,7
"Otu3939",11,10,2,2,4,17,14
"Otu3940",2,2,2,7,2,9,2
"Otu3941",74,2,2,8,4,2,49
"Otu3942",4,2,2,2,2,29,4
"Otu3943",4,4,2,2,2,23,2
"Otu3944",2,14,4,2,22,2,2
"Otu3945",6,2,18,20,10,2,3
"Otu3946",2,2,2,2,2,2,4
"Otu3947",74,6,2,2,2,4,4
"Otu3948",2,2,2,4,2,21,2
"Otu3949",2,13,4,2,15,4,2
"Otu3950",2,2,7,2,10,4,2
"Otu3951",2,2,2,4,2,17,2
"Otu3952",2,6,28,2,2,2,12
"Otu3953",2,2,2,4,2,2,2
"Otu3954",11,2,2,3,2,17,2
"Otu3955",2,2,2,2,4,4,4
"Otu3956",3,2,2,2,2,1,4
"Otu3957",7,2,4,6,2,2,12
"Otu3958",5,18,51,11,28,57,2
"Otu3959",3,2,2,2,2,2,9
"Otu3960",4,2,5,9,2,9,5
